CSheetID,Org,County,Program Name,Category,Service Area,Last Updated,Mon-Hours,Tues-Hours,Wed-Hours,Thur-Hours,Fri-Hours,Sat-Hours,Sun-Hours,Street Address,Addressline 2,City,Zip,website,Phone,Program Description,COVID19_Updates,Additional Information,Contact Name,Contact Email,Contact Number,Alternative Phone,Column,Column2,Column3
C0088,Guilford County Schools,Guilford,Grab-and-Go Meals - Hunter Elementary,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,1305 Merritt Drive,, Greensboro,27407,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0089,Guilford County Schools,Guilford,Grab-and-Go Meals - Irving Park Elementary,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,1310 Sunset Drive,, Greensboro,27408,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0090,Guilford County Schools,Guilford,Grab-and-Go Meals - Jackson Middle,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,2200 Ontario Street,, Greensboro,27403,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0091,Guilford County Schools,Guilford,Grab-and-Go Meals - Morehead Elementary,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,4630 Tower Road,, Greensboro,27410,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0092,Guilford County Schools,Guilford,Grab-and-Go Meals - Northwest High,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,5240 Northwest School Road,, Greensboro,27409,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0093,Guilford County Schools,Guilford,Grab-and-Go Meals - Rankin Elementary,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,1501 Spry Street,, Greensboro,27405,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0094,Guilford County Schools,Guilford,Grab-and-Go Meals - Southeast High,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,4530 Southeast School Road,, Greensboro,27406,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0095,Guilford County Schools,Guilford,Grab-and-Go Meals - Southern High,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,5700 Drake Road,, Greensboro,27406,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0096,Guilford County Schools,Guilford,Grab-and-Go Meals - Swann Middle,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,811 Cypress Street,, Greensboro,27405,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0097,Guilford County Schools,Guilford,Grab-and-Go Meals - Washington Elementary,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,1110 E. Washington Street,, Greensboro,27401,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0098,Guilford County Schools,Guilford,Grab-and-Go Meals - Western Middle,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,401 College Road,, Greensboro,27410,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0099,Guilford County Schools,Guilford,Grab-and-Go Meals - Wiley Elementary,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,600 W. Terrell Street,, Greensboro,27406,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0100,Guilford County Schools,Guilford,Grab-and-Go Meals - Claremont Courts,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,2702 Patio Place,, Greensboro,27405,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0101,Guilford County Schools,Guilford,Grab-and-Go Meals - Smith Homes,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,707 W. Florida Street,, Greensboro,27406,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0102,Guilford County Schools,Guilford,Grab-and-Go Meals - GHA-Ray Warren Homes,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,312 N. Swing Road,, Greensboro,27409,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0103,Guilford County Schools,Guilford,Grab-and-Go Meals - Northland Apartments,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,3319 O’Henry Boulevard,, Greensboro,27405,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0104,Guilford County Schools,Guilford,Grab-and-Go Meals - Choice Hotel,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,110 Seneca Road,, Greensboro,27406,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0105,Guilford County Schools,Guilford,Grab-and-Go Meals - Pathway,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,3517 N. Church Street,, Greensboro,27405,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0106,Guilford County Schools,Guilford,Grab-and-Go Meals - Allerton Apartments,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,3201 Allerton Circle,, Greensboro,27409,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0107,Guilford County Schools,Guilford,Grab-and-Go Meals - Plantation Apartments,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,1101 Berkley Manor Way,, Greensboro,27409,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0108,Guilford County Schools,Guilford,Grab-and-Go Meals - Greenbriar,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,129 Greenbriar Road,, Greensboro,27405,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
C0109,Guilford County Schools,Guilford,Grab-and-Go Meals - Hayleigh Village,Grab-and-Go Meal Site,Guilford County-Wide,Wed Jul 01 00:00:00 EDT 2020,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,11:00am-1:00pm,,,,4020 Eight Belles Lane,, Greensboro,27410,https://www.gcsnc.com/,336-370-3266,Food distribution for any children ages 0 – 18,This does not include formula for infants. Food is also delivered by bus to students that are most vulnerable and need it most. I.e. homeless students or those in temporary housing.,,,,336-370-3266,,,,
