cluster_id_program,Program_Name,Progam,Org,sources,n_sources,M_n_sources,C_n_sources,MSheetID,Street Address.x,City.x,Zip.x,cluster_id_Org,Organization Name,Program Name,Domain Name,Service Factor,Service Type 1,Service Type 2,Phone Number,Fax Number,Website,Mon- Hours,Tues-Hours,Wed-Hours,Thurs-Hours,Fri-Hours,Sat-Hours,Sun-Hours,Street Address.y,City.y,Zip.y,Multiple Locations,Location Eligibility,Population Served,Brief Program Description,Age Range for Services,Specific Eligibility Criteria,Services Provided in other languages,Specify Languages,Services Offered,Duration/Length of Service,Evidence Based,Validated Screening Tools,Fees,Contact Name for Referrals,Phone Number 2,Email Address,Accepted Referral Process,Preferred Referral,Referral Form Provided,Referral Source Response Time,Practice for Following Up with Referring Organization,Current Waitlist,General Waitlist Trends,Duplication Policy,Transportation Policy,Primary Program Contact Name,Phone Number 3,Email address
66998f0d-bdf3-421d-84ae-3ff66496f566,Journeys Counseling,Journeys Counseling,Journeys Counseling,M0074;  C0203,2,1,1,M0074,"3405 W. Wendover Avenue, Suite A",Greensboro,27407.0,01082be3-d2aa-411c-9fae-ee565044130f,Journeys Counseling,Journeys Counseling,NA,NA,Child and Family Mental Health Services,Adult Mental Health Services,336-294-1349,NA,https://www.journeyscounselinggso.com/,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,Appointment Only,NA,"3405 W. Wendover Avenue, Suite A",Greensboro,27407.0,NA,Multi-County,NA,"Journeys Counseling Center is a medical facility that provides intensive outpatient treatment for children, adults and families. Services are rendered by licensed and independent practitioners that specialize in a range of areas to meet the identified specific needs of patients.",3 or older,Insurance or Self pay,N/A,N/A,"Play Therapy, Group Therapy,Consultant Service, Maternity Services, Tramua Focused Therapy, more",Depends on individual bases,yes,"Play therapy, Assessments, Couple/ Relationship Counseling, Consultant Service,Maternity Service, Spiritual/ Hypothesis Therapy, Cognitive Behavioral Therapy, Trauma Focused Therapy, Group Therapy, and Psycho Educational Therapy",NA,NA,NA,NA,completing the application,NA,NA,NA,N/A,No,No,No,No,Shirena Smith,336-451-1113,sscounseling1@yahoo.com
66f4557d-e5a7-42b6-9794-5d92b1907b3b,Bringing Out The Best,Bringing Out The Best,UNCG,C0045;  M0121,2,1,1,M0121,923 W. Gate City Boulevard Suite A,Greensboro,27402.0,022bd40e-9cec-4a4e-bb7a-757012070cd8,UNCG,Bringing Out The Best,NA,NA,Developmental Services,NA,336-334-3120,NA,https://bringingoutthebest.uncg.edu/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,923 W. Gate City Boulevard Suite A,Greensboro,27402.0,NA,Guilford County-Wide,NA,"Bringing Out the Best is an early intervention program that provides family-centered, community-based services targeting children ages birth to five with social and emotional challenges. Our goal is to increase the number of children in Guilford County that are healthy and ready to succeed as they enter school.",Birth-5,Families with children in preschool or daycare in Guilford County,Yes,English and Spanish,"Trainings for teachers, trainings for parents, home visits, parent education, staff education",1 time a week or 6-10 months but could be extended or less based on need,NA,NA,NA,Janet Howard,336-334-3120,jdhoward@uncg.edu,Intake by phone,NA,NA,NA,NA,NA,NA,NA,NA,Janet Howard,336-334-3120,jdhoward@uncg.edu
67393c3d-5fc5-4948-8d25-c2cd730a712a,Postpartum Depression Hotline,Postpartum Depression Hotline,Postpartum Support International,M0096;  C0213,2,1,1,M0096,NA,NA,NA,59682f3f-dcde-4454-b72b-360f0c2854ef,Postpartum Support International,Postpartum Depression Hotline,Support for Health Care,Maternal Health,Postpartum Mental Health Services,NA,800-944-4773,NA,https://www.postpartum.net/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,NA,NA,NA,NA,Multi-County,NA,"24 hour hotline for mothers experiencing postpartum depression, online support groups, provider directory",N/A,N/A,Yes,"English, Spanish",Online support groups,As needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA
675932f4-5aae-47e6-bf0b-c9a2811dab04,Financial Assistance,Financial Assistance,Helping Hands Ministry,M0145,1,1,0,M0145,NA,NA,NA,d2f8c6ab-5cf4-47fe-927f-28f88528417d,Helping Hands Ministry,Financial Assistance,NA,NA,NA,NA,336-373-4264,NA,https://www.mtzbc.com/archives/278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guilford County,NA,"We offer assistance with past due rent, mortgage, electric, water, and gas bills. The bill must be in the name of the individual or spouse of the individual seeking assistance.",NA,NA,NA,NA,"Assistance for rent, morrtgage, electric, water, and gas bills",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68ebee12-e432-4cab-8891-7ee06e245f47,Consumer Credit Counseling,Consumer Credit Counseling,Consumer Credit Counseling,M0176,1,1,0,M0176,315 E.Washington,Greensboro,27401.0,65d0890d-fc30-4647-9b68-5c521601cd59,Consumer Credit Counseling,Consumer Credit Counseling,Support for a Safe Home,NA,NA,NA,336-373-8882,NA,http://thedebtdoc.com/,NA,NA,NA,NA,NA,NA,NA,315 E.Washington,Greensboro,27401.0,YES,Guilford County,NA,"assist families and individuals resolve financial problems by avoiding bankruptcy through budget counseling, credit counseling, housing counseling, debt management programs and financial education.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694b2f87-1759-466f-affc-3b2c7844e0e2,Treehouse Trauma Recovery,Treehouse Trauma Recovery,Kellin Foundation,M0079;  C0204;  C0061,3,1,2,M0079,2110 Golden Gate Drive Suite B,Greensboro,27405.0,24ff8ea8-6525-499e-a371-5ac58ce35e55,Kellin Foundation,Treehouse Trauma Recovery,Support for a Safe Home,Family and Community Safety,Child and Family Mental Health Services,Domestic Violence/Interpersonal Violence Services,336-429-5600,336-850-5600,http://www.kellinfoundation.org/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,2110 Golden Gate Drive Suite B,Greensboro,27405.0,NA,Multi-County,NA,"Tree House provides trauma-informed assessment and treatment services for children, adults and families who have been exposed to stressful events. The goal of the Treehouse is be a bridge from crisis to wellness",All ages,"Children, adolescents, and families exposed to domestic violence, family violence, or other traumatic or stressful life events",Bilingual staff on-site,English/Spanish (will work with other languages),"Clinical Assessments, Outpatient Therapy, Case Management, Psychoeducation Groups, Therapeutic Support Groups, Parent Support Services",NA,Yes,"SPOH, EUREKA; Dependent Upon age",Free or greatly reduced rates,McKenzie Stenberg,336-373-4827,referral@kellinfoundation.org,"Online, Fax",Online,http://www.kellinfoundation.org/uploads/2/6/2/6/26265769/referral_form.pdf,Referral Source must request,NA,4-6 weeks,NA,None,N/A,McKenzie Stenberg,336-429-5600,referral@kellinfoundation.org
6b343421-e90d-4bb8-8644-d3e318a6bcb7,Thriving at Three,Thriving at Three,UNCG Center for New North Carolinians,M0016;  C0173,2,1,1,M0016,915 W. Gate City Blvd. Suite A,Greensboro,27403.0,4a90020e-a7cb-4d14-8871-317a0bcf2d72,UNCG Center for New North Carolinians,Thriving at Three,Support for Caring for Infants and Children,Parent-Child Relationship,Home Visiting Programs,Immigration Services,336-256-1066,336-334-5413,https://cnnc.uncg.edu/thriving-at-three/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,915 W. Gate City Blvd. Suite A,Greensboro,27403.0,NA,Greensboro,"Low-income latino, Greensboro Resident, Child under 3","The purpose of Thriving at Three is to assure that Latino immigrant children in Greensboro have a positive and strong foundation from birth to three. The CNNC accomplishes this goal by delivering long-term at-home services to at-risk families until the child’s third year – partnering with the parents to provide direct intervention, parenting education, group meetings, case management, referrals, and care coordination for up to the child’s third year.",Mothers 18+ with young children (0 to 3),Low-income Latino immigrant and refugee mothers,Yes,Spanish,"Care coordination
Home visiting
Women's group
Parenting skills",Until the child is three years old,No,Ages and Stages,No,Krycya Flores,336-256-1066,krycya.cnnc@uncg.edu,"Call, Email",Email,https://cnnc.uncg.edu/wp-content/uploads/2019/01/TAT-Referral-Form-2019-2.doc,NA,Confirm once client is enrolled or contact for follow up questions,None,Few weeks - 6 months,No,None,Krycya Flores,336-256-1066,krycya.cnnc@uncg.edu
6cf20ca5-665c-46e2-ba42-30183853b94a,Fisher Park Counseling,Fisher Park Counseling,Fisher Park Counseling,M0164,1,1,0,M0164,208 East Bessemer Ave.,Greensboro,27401.0,f2e10f65-ece8-4008-b90c-7b59f5f40af5,Fisher Park Counseling,Fisher Park Counseling,Suppport for Health Care,Counseling,NA,NA,336-542-2076,NA,https://www.facebook.com/pages/category/Community/Fisher-Park-Counseling-593951850665870/,NA,NA,NA,NA,NA,NA,NA,208 East Bessemer Ave.,Greensboro,27401.0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6e8f12bf-5359-4654-af3a-6ba443526c6b,Girls Leadership Edge,Girls Leadership Edge,Kellin Foundation,M0075;  C0033,2,1,1,M0075,2110 Golden Gate Drive Suite B,Greensboro,27405.0,24ff8ea8-6525-499e-a371-5ac58ce35e55,Kellin Foundation,Girls Leadership Edge,NA,NA,NA,NA,336-429-5600,336-850-5600,http://www.kellinfoundation.org/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,2110 Golden Gate Drive Suite B,Greensboro,27405.0,NA,Multi-County,NA,"A leadership skills development program focused on self-awareness, defining purpose, communicating effectively, appreciating differences and resolving conflict. Girls participating in the program are finding their voice and learning to use it to lead in their communities.",Girls 13 to 15,None,Bilingual staff on-site,English/Spanish,NA,Within 9 months (5 two-hour modules),Yes,NA,NA,McKenzie Stenberg,336-373-4827,referral@kellinfoundation.org,"Online, Fax",Online,NA,Referral Source must request,NA,None,NA,None,N/A,Kelly Graves,336-429-5600,kelly@kellinfoundation.org
6f46cfe9-2ac0-4340-938f-fa14b805e10f,NA,NA,NC Center for Behavioral Wellness at A&T,M0183,1,1,0,M0183,913 Bluford St,Greensboro,27401.0,de005f08-7e96-4844-8f04-8ae644f3c5c0,NC Center for Behavioral Wellness at A&T,NA,Support for Health Care,NA,NA,NA,336-285-2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,913 Bluford St,Greensboro,27401.0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6f5c0efc-4c80-41d5-bf89-537ab46003a2,WIC,WIC,Department of Public Health,C0064;  M0030,2,1,1,M0030,501 E. Green Drive,High Point,27260.0,b343b89a-1575-429b-a392-46e4f841d0b5,Department of Public Health,WIC,NA,NA,Food/Nutrition Assistance,Social Services,336-641-7571,NA,https://www.guilfordcountync.gov/our-county/human-services/health-department/child-health-services/how-wic-works,8:00am-11:00am / 1:00pm-4:00pm,8:00am-11:00am / 1:00pm-4:00pm,8:00am-11:00am / 1:00pm-4:00pm,8:00am-11:00am / 1:00pm-4:00pm,8:00am-11:00am / 1:00pm-4:00pm,NA,NA,501 E. Green Drive,High Point,27260.0,NA,Guilford County-Wide,NA,"The Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) provides federal grants to states for supplemental foods, health care referrals, and nutrition education for low-income pregnant, breastfeeding, and non-breastfeeding postpartum women, and to infants and children up to age five who are found to be at nutritional risk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6f69d2d9-83d4-4a0a-8249-102642900f26,Emergency Family Shelter,Emergency Family Shelter,YWCA Greensboro,M0128;  C0172,2,1,1,M0128,1807 E. Wendover Avenue,Greensboro,27405.0,6ce29e8b-d631-44cb-b528-1f0ba17c882a,YWCA Greensboro,Emergency Family Shelter,Support for a Safe Home,Family and Community Safety,Homeless Shelters,NA,336-333-0175,336-273-7141,https://ywcagsonc.org/,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,1807 E. Wendover Avenue,Greensboro,27405.0,NA,Guilford County-wide,NA,"The YWCA Greensboro Emergency Family Shelter program provides shelter, food, case management, and holistic support for families experiencing homelessness. Each family develops a plan to achieve educational goals, optimal health, financial stability, pay off debts and save money to move into permanent housing. Weekday hours, children go to school, childcare or are with their parents. Parents seek jobs, go to work, school, job training or make use of needed community resources.",All ages,Families experiencing homelessness,NA,NA,"Shelter, Food, Case Management, Parenting Education",Length of stay in the shelter is based on progress being made towards family goals and the family’s ability to fully participate in the program.,No,No,No,NA,336-333-0175,familyshelter@ywcagso.org,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lindy Garnett,336-273-3461,lgarnette@ywcagsonc.org
71ad2730-19a4-4578-af6a-3cca4db2677f,Family Justice Center,Family Justice Center,Family Justice Center,M0044;  C0056,2,1,1,M0044,201 S. Greene Street 2nd floor,Greensboro,27401.0,56f94ce6-8e39-4b75-af02-89bb9ea02850,Family Justice Center,Family Justice Center,NA,NA,Domestic Violence/Interpersonal Violence Services,NA,336-641-2339,NA,https://www.guilfordcountync.gov/our-county/family-justice-center,8:30am-1:00pm,8:30am-1:00pm,8:30am-1:00pm,8:30am-1:00pm,8:30am-1:00pm,NA,NA,201 S. Greene Street 2nd floor,Greensboro,27401.0,NA,Greensboro,NA,"Family Justice Center helps victims of domestic violence, sexual assault, child abuse, and elder abuse. At the Centers, victims can come to one location to access a wide range of supportive resources, such as talking with a victim advocate, getting assistance with filing a restraining order, planning for their safety, talking to a law enforcement officer, meeting with a professional to discuss civil and criminal legal issues, receiving medical assistance, and gaining information on how to access shelter and other community resources.",Any,N/A,Yes,Any,NA,Various,N/A,N/A,Free,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Yes,Sonya Desai,NA,NA
7359128e-fd42-43f1-a14d-fea893de415c,Autism Unbound,Autism Unbound,Autism Unbound,M0182,1,1,0,M0182,PO Box 41166,Greensboro,27404.0,6e1fcdbe-9a12-4525-82f4-bec8c8580067,Autism Unbound,Autism Unbound,Support for Health Care,NA,NA,NA,336-218-6163,NA,https://autismunbound.org/,NA,NA,NA,NA,NA,NA,NA,PO Box 41166,Greensboro,27404.0,NO,NA,NA,"to enable persons affected by autism spectrum disorders (ASD) to live more independent, full lives by influencing the future today",NA,Austim,NA,NA,NA,NA,NA,NA,NA,Jessi Parker,336-218-6163,info@autismunbound.org,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7393c82d-7833-4d80-b1fb-7c1f6374057f,Higher Ground,Higher Ground,Triad Health Project,C0220;  M0118,2,1,1,M0118,801 Summit Avenue,Greensboro,27405.0,081baca6-defe-4f70-8b51-bfdc4ca2c7be,Triad Health Project,Higher Ground,NA,NA,NA,NA,336-274-5637,NA,https://triadhealthproject.org/services/support/higher-ground/,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,NA,NA,801 Summit Avenue,Greensboro,27405.0,NA,Guilford County-Wide,NA,"If you are a person living with HIV and are seeking support, come join our community at Higher Ground! In our home, open from 9am-4pm Monday through Friday, you can participate in groups, share meals with friends, and find a supportive family of peers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chase Hanes,336-210-7991,chanes@triadhealthproject.org
7398b374-685c-453c-8a19-f2fc26667df2,Food Pantry,Food Pantry,Helping Hands Ministry,M0146,1,1,0,M0146,1301 Alamance Church Road,Greensboro,27406.0,d2f8c6ab-5cf4-47fe-927f-28f88528417d,Helping Hands Ministry,Food Pantry,NA,NA,NA,NA,NA,NA,https://www.mtzbc.com/archives/278,10am-1:30pm,10am-1:30pm,NA,10am-1:30pm,NA,NA,NA,1301 Alamance Church Road,Greensboro,27406.0,NA,Guilford County,NA,"The food pantry is open on Mondays, Tuesdays and Thursdays from 10 am to 1:30pm. No appointment necessary. All individuals seeking food assistance must present a valid NC identification card AND a gas or electric or bill with their current Guilford County address, no exception. A household is able to receive food once every six months.",NA,Bills need to be in name of person or spouse requesting assistance,NA,NA,Food,1 time every 6 months,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74bb1671-a5d2-4516-84cd-154b8f527432,Behavioral Health Urgent Care/Greensboro Bellemeade Crisis Center,Behavioral Health Urgent Care/Greensboro Bellemeade Crisis Center,Monarch Counseling,M0088;  C0211,2,1,1,M0088,201 N. Eugene Street,Greensboro,27401.0,e6e936b9-0bfe-467f-be99-d39eb7d5c6d2,Monarch Counseling,Behavioral Health Urgent Care/Greensboro Bellemeade Crisis Center,NA,NA,Adult Mental Health Services,Case Management,336-676-6906,NA,https://monarchnc.org/greensboro-bellemeade-crisis-center/,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,201 N. Eugene Street,Greensboro,27401.0,NA,Multi-County,NA,"The Behavioral Health Urgent Care offers medication management, outpatient therapy, case management and other related services to ensure that people are linked to the least restrictive and most appropriate level of care that promotes their continued recovery. At Monarch, the Behavioral Health Urgent Care program provides a safe, secure and healthy environment where healing and recovery can begin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Margrete Williams,866-272-7826,NA
7668c61e-f8cc-4f40-aa71-e61ad596be28,HIV/STI Testing,HIV/STI Testing,Triad Health Project,C0221;  M0120,2,1,1,M0120,620 W. English Street,High Point,27262.0,081baca6-defe-4f70-8b51-bfdc4ca2c7be,Triad Health Project,HIV/STI Testing,NA,NA,NA,NA,336-884-4116,NA,https://triadhealthproject.org/services/hiv-sti-testing/,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,NA,NA,620 W. English Street,High Point,27262.0,NA,Guilford County-Wide,NA,"At Triad Health Project, we provide testing for HIV and Syphilis is performed only as a blood test by drawing a small sample to be sent to a laboratory. Testing for Chlamydia and Gonorrhea is done through a small urine analysis. Results will be available in 2 weeks from the time of the testing and can be picked up in person at Triad Health Project in Greensboro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
